Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Work_Experience
5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Laborers,2,0,26.0,4.5
5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,1,0,0,0,HR staff,4,0,32.0,1.7
5091405,F,N,Y,0,135000.0,Working,Secondary,Single / not married,House / apartment,1,1,0,0,Laborers,1,0,48.0,5.2
5137022,F,N,N,0,180000.0,State servant,Secondary,Widow,House / apartment,1,1,1,0,Laborers,1,0,50.0,1.0
5117594,F,N,N,0,144000.0,Working,Secondary,Single / not married,House / apartment,1,1,1,0,Core staff,1,0,46.0,20.0
5085704,M,Y,Y,0,126000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,53.0,0.0
5137292,M,Y,N,1,225000.0,Working,Secondary,Married,House / apartment,1,1,1,0,High skill tech staff,3,0,42.0,19.9
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,1,0,0,0,Drivers,4,0,39.0,1.7
5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,56.0,18.8
5116676,M,Y,Y,3,270000.0,Working,Secondary,Married,House / apartment,1,1,0,0,Laborers,5,0,37.0,1.3
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,41.0,4.5
5139410,F,Y,Y,2,135000.0,State servant,Secondary,Married,House / apartment,1,1,0,0,Core staff,4,0,40.0,16.7
5048486,M,Y,Y,0,202500.0,Working,Secondary,Married,House / apartment,1,1,1,0,Drivers,2,0,36.0,2.0
5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,64.0,0.0
5091280,M,N,Y,1,103500.0,Working,Secondary,Married,House / apartment,1,1,0,0,Laborers,3,0,32.0,1.8
5023186,M,Y,Y,0,135000.0,Working,Secondary,Married,House / apartment,1,0,1,0,Core staff,2,0,47.0,7.4
5054307,M,N,N,1,135000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,28.0,2.4
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,1,1,1,0,High skill tech staff,1,0,30.0,0.4
5050453,M,N,Y,1,231750.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,39.0,0.4
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,0,33.0,4.1
5091374,M,Y,Y,0,247500.0,Working,Secondary,Married,House / apartment,1,1,1,0,Drivers,2,0,42.0,3.5
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,1,0,0,0,Core staff,1,0,29.0,5.3
5054188,F,N,N,0,135000.0,Working,Secondary,Married,House / apartment,1,0,1,0,Sales staff,2,0,31.0,1.4
5054626,F,N,Y,0,112500.0,Pensioner,Secondary,Widow,House / apartment,1,0,0,0,Laborers,1,0,60.0,0.0
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,53.0,2.8
5053472,M,N,Y,0,112500.0,Working,Secondary,Married,House / apartment,1,1,1,0,Low-skill Laborers,2,0,51.0,5.8
5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Secretaries,1,0,30.0,1.6
5029554,F,N,Y,0,103500.0,Pensioner,Secondary,Widow,House / apartment,1,0,0,0,Laborers,1,0,65.0,0.0
5089722,F,N,N,0,315000.0,Commercial associate,Secondary,Separated,House / apartment,1,1,1,1,Private service staff,1,0,48.0,8.9
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,1,1,0,1,Sales staff,2,0,23.0,1.2
5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,1,Laborers,5,0,33.0,6.0
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,1,0,0,1,Laborers,2,0,27.0,5.1
5024665,F,N,Y,0,157500.0,Working,Secondary,Married,House / apartment,1,1,1,0,Laborers,2,0,40.0,12.5
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Sales staff,2,0,44.0,0.8
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Managers,2,0,61.0,1.6
5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,44.0,18.9
5051180,M,Y,N,1,191399.0,Working,Secondary,Married,House / apartment,1,0,1,0,Laborers,3,0,36.0,5.3
5143515,F,N,Y,0,247500.0,Pensioner,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,64.0,0.0
5018461,F,N,Y,1,166500.0,Working,Secondary,Married,House / apartment,1,0,1,0,Laborers,3,0,55.0,22.0
5096300,F,N,N,1,112500.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,High skill tech staff,3,0,26.0,6.2
5148897,M,N,Y,0,90900.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,61.0,0.0
5025047,F,Y,N,3,112500.0,Working,Secondary,Married,House / apartment,1,1,1,0,Laborers,5,0,32.0,10.3
5092164,F,Y,Y,0,45900.0,Pensioner,Secondary,Widow,House / apartment,1,0,1,0,Laborers,1,0,56.0,0.0
5053143,M,N,Y,1,126000.0,Working,Secondary,Civil marriage,House / apartment,1,0,1,0,Laborers,3,0,34.0,0.4
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2,0,32.0,12.6
5023482,F,N,Y,1,119250.0,Working,Secondary,Married,House / apartment,1,1,1,0,Core staff,3,0,44.0,12.1
5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4,0,32.0,2.0
5062713,F,N,Y,1,157500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Core staff,3,0,40.0,10.4
5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,2,0,31.0,6.3
5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,0,32.0,4.0
5118115,M,N,N,1,270000.0,Commercial associate,Secondary,Married,House / apartment,1,1,1,0,Drivers,3,0,37.0,14.9
5024258,M,N,Y,0,162000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Security staff,1,0,31.0,1.6
5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,1,1,1,1,Laborers,2,0,33.0,2.4
5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Core staff,4,0,30.0,5.1
5092332,F,N,Y,0,58500.0,Pensioner,Secondary,Single / not married,House / apartment,1,0,1,0,Laborers,1,0,68.0,0.0
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,1,0,1,0,Medicine staff,1,0,40.0,17.3
5078924,M,N,Y,0,270000.0,Working,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,44.0,2.7
5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,1,0,1,1,Sales staff,2,0,38.0,0.4
5046036,F,Y,Y,0,99000.0,Pensioner,Secondary,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,59.0,0.0
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,1,1,1,0,Private service staff,2,0,43.0,13.1
5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,0,40.0,6.2
5022761,F,N,Y,0,180000.0,Working,Secondary,Married,House / apartment,1,0,0,1,Sales staff,2,0,27.0,3.7
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,1,0,Laborers,2,0,40.0,12.8
5113854,M,N,N,0,202500.0,Working,Secondary,Single / not married,House / apartment,1,1,0,0,Laborers,1,0,42.0,22.7
5126612,F,Y,N,0,180000.0,Pensioner,Secondary,Widow,House / apartment,1,0,1,0,Laborers,1,0,56.0,0.0
5132264,F,N,N,0,144000.0,Working,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,44.0,5.6
5142136,F,N,N,2,144000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Medicine staff,4,0,47.0,13.7
5088163,F,N,Y,0,270000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,35.0,2.5
5146086,M,N,N,0,148500.0,Working,Secondary,Single / not married,Municipal apartment,1,0,0,1,Laborers,1,0,39.0,3.3
5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Medicine staff,4,0,37.0,17.4
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Sales staff,2,0,25.0,2.2
5025020,F,N,Y,0,148500.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,59.0,0.0
5118270,F,N,N,0,99000.0,Working,Secondary,Married,With parents,1,1,0,0,Medicine staff,2,0,54.0,14.9
5095324,F,N,Y,0,315000.0,Pensioner,Secondary,Widow,House / apartment,1,0,1,0,Laborers,1,0,63.0,0.0
5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,1,0,0,0,Accountants,3,0,41.0,0.2
5148792,F,N,Y,0,202500.0,Commercial associate,Secondary,Widow,House / apartment,1,0,0,0,Managers,1,0,48.0,15.1
5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,1,0,1,1,Laborers,1,0,27.0,1.6
5088836,F,N,Y,0,612000.0,State servant,Secondary,Married,House / apartment,1,0,0,1,Accountants,2,0,34.0,10.2
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,0,58.0,13.2
5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,1,0,0,1,Laborers,1,0,65.0,0.0
5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,1,0,0,0,Medicine staff,1,0,47.0,8.2
5086060,F,N,Y,0,135000.0,State servant,Secondary,Married,House / apartment,1,0,1,0,Core staff,2,0,56.0,25.8
5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,0,39.0,4.3
5067419,F,N,Y,0,144000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,64.0,0.0
5041307,F,Y,Y,0,90000.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,63.0,0.0
5146401,F,N,Y,0,112500.0,Working,Secondary,Separated,House / apartment,1,1,0,0,Cleaning staff,1,0,54.0,5.8
5105137,F,N,Y,0,112500.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,27.0,2.8
5053388,F,N,Y,0,135000.0,Working,Secondary,Civil marriage,House / apartment,1,0,0,1,Managers,2,0,45.0,26.6
5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,27.0,5.3
5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,2,0,42.0,3.1
5052755,M,N,Y,0,225000.0,Working,Secondary,Civil marriage,House / apartment,1,0,0,0,Managers,2,0,29.0,3.2
5092436,F,Y,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,55.0,0.0
5022243,F,N,Y,0,202500.0,Working,Secondary,Married,House / apartment,1,0,0,1,High skill tech staff,2,0,42.0,22.9
5113020,M,Y,Y,0,202500.0,State servant,Secondary,Married,House / apartment,1,0,0,0,Core staff,2,0,40.0,6.0
5058267,M,N,N,1,225000.0,Commercial associate,Secondary,Married,With parents,1,0,0,0,Drivers,3,0,49.0,5.2
5037247,M,Y,Y,2,112500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,4,0,33.0,2.5
5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,3,0,34.0,6.8
5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Laborers,2,0,41.0,7.3
5091778,M,N,Y,2,112500.0,Commercial associate,Secondary,Married,House / apartment,1,1,0,0,Laborers,4,0,30.0,3.2
5038569,M,Y,Y,0,202500.0,Working,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,55.0,0.6
5069169,M,Y,Y,0,135000.0,Working,Secondary,Married,House / apartment,1,0,0,1,Sales staff,2,0,28.0,2.6
5065820,M,Y,Y,1,157500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,44.0,6.2
5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Secretaries,4,0,42.0,6.0
5097134,M,Y,Y,0,157500.0,Working,Secondary,Married,House / apartment,1,1,1,0,Drivers,2,0,31.0,6.8
5097106,F,N,Y,0,193500.0,Working,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,58.0,31.4
5099877,F,Y,Y,0,103500.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,59.0,0.0
5033884,M,Y,Y,0,90000.0,Working,Secondary,Married,House / apartment,1,1,1,0,Core staff,2,0,55.0,2.6
5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,37.0,8.1
5010412,F,N,Y,0,202500.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,60.0,0.0
5091144,M,Y,N,0,225000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,30.0,3.7
5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Security staff,2,0,60.0,1.7
5126142,M,Y,N,2,202500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,4,0,44.0,10.4
5067020,F,Y,Y,1,247500.0,Working,Secondary,Civil marriage,House / apartment,1,0,0,1,Laborers,3,0,47.0,3.4
5061076,M,Y,N,0,157500.0,State servant,Secondary,Married,House / apartment,1,1,0,0,Laborers,2,0,41.0,8.9
5126527,F,N,N,0,225000.0,State servant,Secondary,Married,With parents,1,0,1,0,Medicine staff,2,0,34.0,0.5
5078931,M,N,N,0,112500.0,Commercial associate,Secondary,Single / not married,Municipal apartment,1,0,1,0,Laborers,1,0,43.0,0.8
5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,3,0,48.0,4.8
5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Drivers,3,0,27.0,0.3
5042097,F,N,N,1,108000.0,Working,Secondary,Separated,House / apartment,1,0,1,0,Laborers,2,0,39.0,11.2
5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Managers,2,0,47.0,3.9
5089137,F,Y,N,0,202500.0,Commercial associate,Secondary,Civil marriage,With parents,1,0,1,0,Laborers,2,0,39.0,14.6
5065601,M,N,Y,0,157500.0,Commercial associate,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,57.0,3.5
5112833,F,N,Y,1,90000.0,Working,Secondary,Separated,With parents,1,0,1,1,Sales staff,2,0,36.0,2.8
5024636,F,N,Y,0,191399.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,55.0,3.1
5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,Laborers,4,0,46.0,8.5
5065763,F,N,Y,0,90000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,40.0,1.9
5089269,F,N,N,0,72000.0,Working,Secondary,Single / not married,House / apartment,1,1,0,0,Cleaning staff,1,0,52.0,4.0
5061207,M,Y,Y,14,225000.0,Working,Secondary,Separated,House / apartment,1,0,0,0,Drivers,15,0,49.0,4.6
5028684,M,N,Y,0,157500.0,Working,Secondary,Married,House / apartment,1,0,0,1,Laborers,2,0,26.0,8.2
5028737,M,N,Y,0,360000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Managers,2,0,34.0,11.1
5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,Sales staff,1,0,30.0,1.6
5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,1,0,1,0,Sales staff,2,0,33.0,0.8
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,42.0,12.3
5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,49.0,3.2
5024586,F,Y,Y,2,315000.0,State servant,Secondary,Married,House / apartment,1,0,0,0,Managers,4,0,34.0,3.3
5090701,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,1,0,0,0,Laborers,1,0,48.0,0.0
5091929,F,Y,N,0,135000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,50.0,1.8
5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,0,48.0,3.3
5114114,M,Y,N,0,157500.0,Working,Secondary,Separated,House / apartment,1,0,1,0,Security staff,1,0,47.0,2.0
5142579,F,Y,Y,1,234000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Laborers,2,0,57.0,7.8
5046035,F,Y,Y,0,99000.0,Pensioner,Secondary,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,59.0,0.0
5050756,M,Y,N,0,225000.0,Commercial associate,Secondary,Married,House / apartment,1,1,0,0,Drivers,2,0,49.0,11.0
5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Laborers,3,0,34.0,9.1
5009790,F,N,N,0,198000.0,Pensioner,Secondary,Widow,House / apartment,1,0,1,0,Laborers,1,0,60.0,0.0
5135819,F,N,Y,0,90000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,53.0,7.9
5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,61.0,0.0
5105743,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,4,0,44.0,18.3
5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,1,0,0,0,Laborers,3,0,33.0,7.6
5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,3,0,44.0,6.9
5024352,M,Y,Y,0,585000.0,Commercial associate,Secondary,Married,With parents,1,0,0,0,Drivers,2,0,46.0,4.5
5100027,F,Y,N,0,180000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Medicine staff,2,0,53.0,31.6
5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,1,0,0,0,Laborers,2,0,38.0,14.8
5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary,Separated,House / apartment,1,0,0,0,Managers,2,0,30.0,3.8
5046126,F,N,Y,0,135000.0,Working,Secondary,Married,House / apartment,1,1,1,0,Managers,2,0,56.0,8.5
5092265,M,N,Y,0,112500.0,Working,Secondary,Civil marriage,House / apartment,1,0,0,0,Security staff,2,0,49.0,1.0
5143319,F,Y,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,57.0,0.0
5114354,M,Y,N,0,180000.0,Commercial associate,Secondary,Married,Municipal apartment,1,1,0,0,Laborers,2,0,27.0,8.2
5117248,F,N,Y,2,112500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,4,0,36.0,6.5
5024386,F,N,N,0,117000.0,Working,Secondary,Married,Municipal apartment,1,0,0,0,Sales staff,2,0,37.0,3.5
5026178,M,Y,Y,0,135000.0,Working,Secondary,Married,House / apartment,1,1,0,0,Laborers,2,0,53.0,21.4
5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,4,0,32.0,8.2
5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,High skill tech staff,2,0,32.0,2.3
5053872,M,Y,Y,1,157500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,32.0,5.8
5091735,F,Y,Y,0,243000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,40.0,5.6
5105791,M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Laborers,1,0,25.0,4.4
5125928,M,N,Y,1,135000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,3,0,32.0,1.8
5115662,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Sales staff,1,0,44.0,7.0
5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4,0,37.0,2.7
5136029,M,Y,N,0,112500.0,State servant,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,54.0,6.4
5037157,F,N,Y,0,157500.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,63.0,0.0
5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,55.0,0.0
5023177,F,N,Y,1,337500.0,Working,Secondary,Civil marriage,House / apartment,1,1,1,0,Laborers,3,0,49.0,12.9
5021967,F,N,N,1,103500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Sales staff,3,0,32.0,3.3
5135530,F,Y,Y,0,99000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,58.0,0.0
5146534,F,Y,N,1,67500.0,State servant,Secondary,Married,House / apartment,1,0,0,0,Core staff,3,0,42.0,3.2
5126101,F,N,Y,0,112500.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,58.0,0.0
5088161,F,N,Y,0,270000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,35.0,2.5
5100394,M,N,Y,1,315000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Core staff,3,0,34.0,10.7
5079035,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,62.0,0.0
5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,3,0,31.0,0.6
5113647,F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,1,Managers,2,0,34.0,0.6
5046336,F,N,N,1,85500.0,Working,Secondary,Civil marriage,House / apartment,1,1,0,0,Accountants,3,0,28.0,2.5
5028781,F,N,Y,0,135000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,43.0,8.3
5125730,F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,1,0,1,0,Laborers,3,0,36.0,9.1
5023724,M,Y,N,1,495000.0,Working,Secondary,Married,House / apartment,1,0,1,0,Laborers,3,0,28.0,0.6
5116369,M,N,Y,0,112500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Drivers,2,0,53.0,9.6
5062214,F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,4,0,36.0,3.6
5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Laborers,4,0,42.0,8.5
5029191,F,N,Y,0,202500.0,Working,Secondary,Married,House / apartment,1,0,0,0,Sales staff,2,0,44.0,8.1
5028946,F,N,Y,0,90000.0,State servant,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,48.0,0.6
5068470,F,N,N,1,108000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Medicine staff,3,0,42.0,2.0
5045828,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,61.0,0.0
5095930,F,N,N,0,76500.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,56.0,0.0
5090049,F,N,Y,0,69372.0,Working,Secondary,Married,House / apartment,1,1,1,0,Laborers,2,0,44.0,0.6
5067730,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Managers,3,0,28.0,7.2
5092239,F,N,N,0,117000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,57.0,6.4
5105560,F,N,Y,0,202500.0,Commercial associate,Secondary,Civil marriage,House / apartment,1,0,0,1,Sales staff,2,0,46.0,12.1
5099914,F,N,Y,2,126000.0,Working,Secondary,Married,House / apartment,1,1,1,0,Sales staff,4,0,27.0,4.3
5053032,F,N,Y,0,135000.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,57.0,0.0
5150038,M,N,N,0,180000.0,Working,Secondary,Single / not married,With parents,1,0,0,0,Drivers,1,0,35.0,4.2
5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary,Single / not married,House / apartment,1,0,1,0,High skill tech staff,1,0,33.0,3.9
5087538,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1,0,27.0,5.3
5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Laborers,3,0,36.0,7.5
5096670,F,N,N,0,90000.0,Pensioner,Secondary,Widow,House / apartment,1,0,1,0,Laborers,1,0,59.0,0.0
5061611,M,Y,Y,1,225000.0,Working,Secondary,Married,House / apartment,1,0,1,0,Drivers,3,0,31.0,2.4
5065342,F,N,Y,0,157500.0,Pensioner,Secondary,Married,House / apartment,1,0,1,0,Laborers,2,0,62.0,0.0
5041066,F,N,Y,0,103500.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,48.0,5.8
5105819,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,0,32.0,1.3
5135460,F,N,Y,3,37800.0,Pensioner,Secondary,Married,House / apartment,1,0,0,0,Laborers,5,0,36.0,0.0
5009319,F,Y,N,0,135000.0,Pensioner,Secondary,Married,House / apartment,1,0,1,1,Laborers,2,0,55.0,0.0
5091006,F,N,Y,0,157500.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Laborers,2,0,47.0,8.9
5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,0,26.0,4.1
5117202,F,N,Y,0,135000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,37.0,0.3
5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,0,36.0,10.1
5009472,F,N,N,0,157500.0,Working,Secondary,Married,House / apartment,1,1,1,0,Laborers,2,0,54.0,27.0
5135378,F,N,Y,0,387000.0,Commercial associate,Secondary,Married,House / apartment,1,0,0,0,Sales staff,2,0,55.0,13.6
5135489,M,Y,Y,2,225000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,4,0,28.0,9.3
5067016,M,N,Y,0,225000.0,Working,Secondary,Single / not married,House / apartment,1,0,0,0,Drivers,1,0,27.0,1.3
5024097,F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Core staff,1,0,33.0,14.3
5008865,F,Y,Y,2,135000.0,Working,Secondary,Married,House / apartment,1,0,0,0,Laborers,4,0,43.0,8.7
5116640,F,N,Y,1,202500.0,Working,Secondary,Married,House / apartment,1,0,0,1,Laborers,3,0,43.0,2.0
